Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6817,Industrial processes and product use,2005,2005,%,6.4269,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6817,Industrial processes and product use,2006,2006,%,6.5358,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6817,Industrial processes and product use,2007,2007,%,6.4682,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6817,Industrial processes and product use,2008,2008,%,6.5966,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6817,Industrial processes and product use,2009,2009,%,7.0825,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7264,Share of sector in total CO2 emissions,6817,Industrial processes and product use,2010,2010,%,6.7894,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6818,Waste,1990,1990,%,3.462,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6818,Waste,1991,1991,%,3.3774,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6818,Waste,1992,1992,%,3.36,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6818,Waste,1993,1993,%,3.0235,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6818,Waste,1994,1994,%,2.915,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6818,Waste,1995,1995,%,2.9921,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6818,Waste,1996,1996,%,2.9554,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6818,Waste,1997,1997,%,3.0201,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6818,Waste,1998,1998,%,2.9911,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6818,Waste,1999,1999,%,3.3323,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6818,Waste,2000,2000,%,3.2284,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6818,Waste,2001,2001,%,3.1815,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6818,Waste,2002,2002,%,3.7094,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6818,Waste,2003,2003,%,3.8302,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6818,Waste,2004,2004,%,3.7691,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6818,Waste,2005,2005,%,3.6279,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6818,Waste,2006,2006,%,3.6252,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6818,Waste,2007,2007,%,3.598,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6818,Waste,2008,2008,%,3.6563,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6818,Waste,2009,2009,%,3.9411,Fc,Calculated data
EM,Emissions by sector,200,Singapore,7263,Share of sector in total emissions,6818,Waste,2010,2010,%,3.777,Fc,Calculated data
